SMILES,pIC50,mol,num_atoms,logP,formula
O=Nc1ccc2ccccc2c1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90200>,13,2.943300000000001,C10H7NO2
c1ccc2c(c1)oc1ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90270>,13,3.586000000000001,C12H8O
c1ccc2c(c1)sc1ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e902e0>,13,4.054500000000002,C12H8S
Oc1cc(O)c2ccccc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90350>,12,2.2509999999999994,C10H8O2
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e903c0>,16,2.9135000000000018,C9H8Cl3NO2S
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90430>,16,3.2585000000000006,C9H4Cl3NO2S
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e904a0>,17,2.1936,C13H11NO3
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90510>,18,2.4208,C13H19ClN2O2
O=C(O)CCCc1c[nH]c2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90580>,15,2.5752000000000006,C12H13NO2
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.15,<rdkit.Chem.rdchem.Mol object at 0x7ff771e905f0>,20,0.8210000000000004,C8H8Cl3N3O4S2
O=C(O)c1cc(I)cc(I)c1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90660>,12,2.2996000000000003,C7H4I2O3
COC(=O)c1ccccc1N,0.09,<rdkit.Chem.rdchem.Mol object at 0x7ff771e906d0>,11,1.0554,C8H9NO2
Nc1cccc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90740>,11,2.4220000000000006,C10H9N
CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e907b0>,19,2.831100000000001,C15H12O4
Nc1nc2nn[nH]c2c(=O)[nH]1,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90820>,11,-1.3766000000000005,C4H4N6O
CCN(CC)C(=O)c1cccc(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90890>,14,2.4770200000000004,C12H17NO
O=C(C(=O)c1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90900>,16,2.752200000000001,C14H10O2
CC(=O)Nc1cccc(C)c1C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90970>,12,2.2618400000000003,C10H13NO
CCc1ccccc1CC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e909e0>,10,2.811400000000001,C10H14
COc1ccccc1C=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90a50>,10,1.5076999999999998,C8H8O2
CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0.25,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90ac0>,20,0.5983000000000003,C9H11Cl2N3O4S2
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0.97,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90b30>,20,0.0141000000000005,C8H8F3N3O4S2
Oc1ccc2ccccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90ba0>,11,2.5454,C10H8O
c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90c10>,22,6.299400000000003,C22H14
c1ccc2c(c1)Nc1ccccc1O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90c80>,14,3.5359000000000016,C12H9NO
c1ccc(Nc2ccc3ccccc3c2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90cf0>,17,4.583400000000002,C16H13N
CCC(C)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90d60>,10,3.2001000000000017,C10H14
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90dd0>,18,2.2152000000000003,C13H17NO4
CCCCOC(=O)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90e40>,13,2.6435000000000013,C11H14O2
CCCCCCc1ccc(O)cc1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90eb0>,14,3.2206000000000023,C12H18O2
CCCCCCCCCc1ccccc1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90f20>,16,4.685300000000005,C15H24O
Nc1ccccc1S,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771e90f90>,8,1.5575,C6H7NS
Cc1cc(C)c(N)cc1C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91000>,10,2.1940600000000003,C9H13N
CC1=CC(=O)C(C)=CC1=O,0.09,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91070>,10,1.0308,C8H8O2
CN(C)C(=S)SSC(=S)N(C)C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e910e0>,12,2.0608,C6H12N2S4
CCC(C)CO,0.09,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91150>,6,1.0248,C5H12O
CCN(CC)CC(=O)Nc1c(C)cccc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e911c0>,17,2.5837400000000006,C14H22N2O
CCc1ccc(S(N)(=O)=O)cc1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91230>,12,0.8964000000000002,C8H11NO2S
NS(=O)(=O)c1ccc(C(=O)O)cc1,0.93,<rdkit.Chem.rdchem.Mol object at 0x7ff771e912a0>,13,0.0321999999999999,C7H7NO4S
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91310>,28,2.5828000000000007,C21H28N2O5
C=C(C)C1CC=C(C)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91380>,10,3.308900000000002,C10H16
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e913f0>,15,2.1655999999999995,C9H16ClN5
Nc1ccc(Oc2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91460>,14,3.061100000000001,C12H11NO
Nc1ccc(Sc2ccc(N)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e914d0>,15,3.0022,C12H12N2S
c1ccc(Sc2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91540>,13,3.8378000000000014,C12H10S
O=CNc1cccc(Cl)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e915b0>,10,1.9083,C7H6ClNO
CCCCCCCCCc1cccc(O)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91620>,16,4.685300000000005,C15H24O
O=Cc1ccc(O)c(O)c1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91690>,10,0.9103,C7H6O3
O=C(O)C=Cc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91700>,11,1.7844,C9H8O2
CC(=O)OCc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91770>,11,1.7496999999999998,C9H10O2
N#CCc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e917e0>,9,1.75268,C8H7N
NC(=O)Nc1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91850>,11,1.8306,C7H7ClN2O
CC(=O)Oc1ccc(C)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e918c0>,11,1.92032,C9H10O2
CC(=O)Nc1ncc([N+](=O)[O-])s1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91930>,12,1.0096999999999998,C5H5N3O3S
N#CCc1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e919a0>,10,2.40608,C8H6ClN
O=NN1CCN(N=O)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91a10>,10,-0.0331999999999998,C4H8N4O2
C=CC(=O)OCC,0.18,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91a80>,7,0.7354999999999999,C5H8O2
Clc1ccc(Cl)nn1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91af0>,8,1.7834,C4H2Cl2N2
C=CC(=O)OCCCC,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91b60>,9,1.5156999999999998,C7H12O2
NCCO,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91bd0>,4,-1.0626000000000002,C2H7NO
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91c40>,17,4.109600000000003,C10H30O3Si4
COP(=O)(OC)OC(C)=CC(=O)N(C)C,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91cb0>,15,1.3959,C8H16NO5P
CCOC(C)=O,0.27,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91d20>,6,0.5694,C4H8O2
O=C(O)CC(=O)O,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91d90>,7,-0.4543,C3H4O4
CCc1cccc(CC)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91e00>,10,2.811400000000001,C10H14
CCOC(=O)CC(C)=O,0.3,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91e70>,9,0.5286,C6H10O3
CNCCN(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91ee0>,7,-0.2325999999999999,C5H14N2
ClCCCCl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91f50>,5,1.8541,C3H6Cl2
CCCCCC(=O)O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e91fc0>,8,1.6513,C6H12O2
C1CCOCC1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92030>,6,1.1869,C5H10O
CCCCCCC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e920a0>,7,2.976700000000002,C7H16
CCCNCCC,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92110>,7,1.396,C6H15N
CCCCOCCCC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92180>,9,2.603200000000001,C8H18O
CCCCCCCCCCCC(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e921f0>,14,3.991900000000002,C12H24O2
CCCCCCCCCO,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92260>,10,2.7293000000000016,C9H20O
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e922d0>,21,4.6182,C10Cl10O
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92340>,27,3.6043000000000034,C23H34O4
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e923b0>,25,3.108600000000001,C19H14O5S
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92420>,22,4.330500000000004,C20H31NO
CC(C)C(O)C(C)(C)CO,0.1,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92490>,10,1.0218,C8H18O2
NC(=O)CI,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92500>,5,-0.0932999999999998,C2H4INO
CC(=O)NS(=O)(=O)c1ccc(N)cc1,0.81,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92570>,14,0.0935999999999998,C8H10N2O3S
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7ff771e925e0>,17,1.2295199999999995,C9H10N4O2S2
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92650>,17,1.4646,C11H11N3O2S
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e926c0>,23,4.515300000000004,C21H32O2
O=C(O)C1C2CCC(O2)C1C(=O)O,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92730>,13,-0.0508000000000002,C8H10O5
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e927a0>,21,2.3843,C15H11N3O3
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92810>,24,5.259800000000004,C18H19F3N2S
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92880>,20,-1.8409,C10H12FN5O4
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.08,<rdkit.Chem.rdchem.Mol object at 0x7ff771e928f0>,25,1.0856,C17H20N2O5S
O=C(O)CNC(=O)c1ccccc1I,0.08,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92960>,14,1.1055999999999997,C9H8INO3
O=C(O)C1CCCN1,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e929d0>,8,-0.177,C5H9NO2
O=C(O)c1ccccc1S,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92a40>,10,1.6735,C7H6O2S
Oc1cccc2cccnc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92ab0>,11,1.9403999999999997,C9H7NO
COc1cccc(C=O)c1O,0.06,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92b20>,11,1.2132999999999998,C8H8O3
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC=NS2(=O)=O,0.32,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92b90>,20,0.4953000000000004,C8H6F3N3O4S2
c1ccc2[nH]c(-c3cscn3)nc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92c00>,14,2.6864,C10H7N3S
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92c70>,19,1.925,C13H18Cl2N2O2
Sc1nc2ccccc2s1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92ce0>,10,2.585,C7H5NS2
OCC(O)C(O)CO,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92d50>,8,-2.3071999999999995,C4H10O4
CCCCC(CC)C(=O)O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92dc0>,10,2.2874,C8H16O2
COC(OC)OC,0.62,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92e30>,7,0.2092,C4H10O3
O=C(O)c1cc(O)c(O)c(O)c1,0.32,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92ea0>,12,0.5015999999999998,C7H6O5
Nc1ccc(C(=O)O)cc1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92f10>,10,0.967,C7H7NO2
COc1cccc(O)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92f80>,9,1.4007999999999998,C7H8O2
CN(C)C(=O)Nc1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e92ff0>,13,2.4335000000000004,C9H11ClN2O
COc1ccc(O)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93060>,9,1.4008,C7H8O2
COc1ccc(OC)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e930d0>,10,1.7038,C8H10O2
COc1cccc(OC)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93140>,10,1.7038,C8H10O2
CCCCCCCCCCCCOS(=O)(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e931b0>,17,3.726700000000002,C12H26O4S
FC(F)(F)C(Cl)Br,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93220>,7,2.5085,C2HBrClF3
C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93290>,21,3.6366000000000014,C19H25NO
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,0.14,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93300>,19,0.8681999999999999,C11H12N4O3S
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93370>,25,2.8108000000000017,C21H30O4
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e933e0>,26,3.517800000000003,C19H15NO6
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,0.26,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93450>,26,0.5923000000000007,C16H16N2O6S2
Nc1ccc2c(c1)Cc1ccccc1-2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e934c0>,14,2.8400000000000016,C13H11N
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93530>,27,-0.8569999999999971,C18H34N2O6S
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771e935a0>,21,1.5460999999999998,C15H14O6
Nc1nc2nc[nH]c2c(=S)[nH]1,0.25,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93610>,11,0.59769,C5H5N5S
O=NN(CCCl)C(=O)NCCCl,0.07,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93680>,12,1.157,C5H9Cl2N3O2
O=C(O)Cc1ccc(O)cc1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7ff771e936f0>,11,1.0193,C8H8O3
CCOc1ccc(N)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93760>,10,1.6675,C8H11NO
CCCC(=O)O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7ff771e937d0>,6,0.8711,C4H8O2
ClC=CCl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93840>,4,1.9352,C2H2Cl2
O=c1cc[nH]c(=S)[nH]1,0.37,<rdkit.Chem.rdchem.Mol object at 0x7ff771e938b0>,8,0.43249,C4H4N2OS
NCCCO,,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93920>,5,-0.6724999999999999,C3H9NO
c1cnc2c(c1)cc1ccc3cccc4ccc2c1c34,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93990>,20,5.132200000000003,C19H11N
c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93a00>,24,6.919200000000002,C24H12
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93a70>,22,6.3282000000000025,C22H12
c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93ae0>,22,6.3282000000000025,C22H12
c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93b50>,24,6.890400000000002,C24H14
c1ccc2c(c1)c1ccccc1c1c3ccccc3c3ccccc3c21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93bc0>,26,7.452600000000004,C26H16
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93c30>,20,5.737200000000003,C20H12
c1ccc2c(c1)ccc1c2ccc2ccc3ccccc3c21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93ca0>,22,6.299400000000004,C22H14
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93d10>,20,5.737200000000003,C20H12
c1ccc2c(c1)ccc1sc3ccccc3c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93d80>,17,5.207700000000003,C16H10S
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93df0>,20,5.640400000000003,C20H12
c1ccc2c(c1)-c1cccc3cccc-2c13,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93e60>,16,4.487200000000002,C16H10
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93ed0>,20,5.640400000000003,C20H12
C1=Cc2cccc3cccc1c23,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e93f40>,12,3.3236000000000017,C12H8
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94040>,22,6.299400000000004,C22H14
c1ccc2cc3c(ccc4c5ccccc5ccc34)cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e940b0>,22,6.299400000000004,C22H14
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94120>,22,6.299400000000003,C22H14
c1ccc2nc3c4ccccc4c4ccccc4c3cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94190>,22,5.694400000000004,C21H13N
c1ccc2c(c1)c1ccccc1c1ccccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94200>,18,5.146200000000003,C18H12
c1ccc2c(c1)ccc1c3ccccc3ccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94270>,18,5.146200000000003,C18H12
c1ccc2c(c1)ccc1c3ccsc3ccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e942e0>,17,5.207700000000003,C16H10S
c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94350>,22,6.299400000000003,C22H14
c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e943c0>,22,5.694400000000004,C21H13N
c1ccc2c(c1)ccc1cc3ccc4ccccc4c3nc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94430>,22,5.694400000000003,C21H13N
c1ccc2nc3ccc4ccccc4c3cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e944a0>,18,4.541200000000003,C17H11N
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94510>,22,5.694400000000004,C21H13N
c1ccc2cc3cc4c(ccc5ccccc54)cc3cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94580>,22,6.299400000000004,C22H14
c1ccc2c(c1)cnc1ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e945f0>,14,3.388000000000001,C13H9N
c1cnc2ccc3ncccc3c2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94660>,14,2.7830000000000013,C12H8N2
c1ccc2c(c1)nnc1ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e946d0>,14,2.7830000000000004,C12H8N2
c1ccc2c(c1)ccc1cccnc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94740>,14,3.3880000000000017,C13H9N
c1ccc2c(c1)ccc1sccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e947b0>,13,4.054500000000002,C12H8S
c1ccc2c(c1)ccc1ccsc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94820>,13,4.054500000000001,C12H8S
c1ccc2c(c1)Cc1c-2ccc2ccccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94890>,17,4.411000000000003,C17H12
c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94900>,21,5.627500000000003,C20H13N
c1ccc2c(c1)Cc1cc3ccccc3cc1-2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94970>,17,4.411000000000002,C17H12
c1ccc2cc3c(cc2c1)oc1ccccc13,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e949e0>,17,4.739200000000003,C16H10O
c1ccc2cc3c(cc2c1)sc1ccccc13,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94a50>,17,5.207700000000003,C16H10S
c1ccc2c(c1)[nH]c1cnccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94ac0>,13,2.7161,C11H8N2
c1ccc2c(c1)Cc1cccnc1-2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94b30>,13,2.6528,C12H9N
c1ccc2cnncc2c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94ba0>,10,1.6297999999999997,C8H6N2
c1ccc2nnccc2c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94c10>,10,1.6298,C8H6N2
c1ccc2ncncc2c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94c80>,10,1.6297999999999997,C8H6N2
c1ccc2nc3ccccc3cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94cf0>,14,3.3880000000000017,C13H9N
c1ccc2c(c1)Oc1ccccc1O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94d60>,14,3.584600000000002,C12H8O2
c1ccc2c(c1)Oc1ccccc1S2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94dd0>,14,3.943500000000001,C12H8OS
c1ccc2cc3sccc3cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94e40>,13,4.054500000000002,C12H8S
c1cc2ccsc2cn1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94eb0>,9,2.2963000000000005,C7H5NS
c1ccc2[nH]ncc2c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94f20>,9,1.5629,C7H6N2
c1ccc2occc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7ff771e94f90>,9,2.4328000000000003,C8H6O
c1ccc2oncc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e95000>,9,1.8278,C7H5NO
c1ccc2[se]ccc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7ff771e95070>,9,1.8968,C8H6Se
c1cc2nc[nH]c2cn1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7ff771e950e0>,9,0.9578999999999998,C6H5N3
c1ccc2nonc2c1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7ff771e95150>,9,1.2228,C6H4N2O
